,a_saddr_asn,a_saddr_asorg,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_lat,b_saddr_long
1069336,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 216.234.64.12 is not in the database.,The address 216.234.64.12 is not in the database.,0.0,0.0
1069345,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 50.193.89.157 is not in the database.,The address 50.193.89.157 is not in the database.,0.0,0.0
1069397,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 64.39.176.214 is not in the database.,The address 64.39.176.214 is not in the database.,0.0,0.0
1069549,The address 24.50.166.77 is not in the database.,The address 24.50.166.77 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1069552,The address 72.38.34.153 is not in the database.,The address 72.38.34.153 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1069576,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 199.167.109.157 is not in the database.,The address 199.167.109.157 is not in the database.,0.0,0.0
1069611,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 74.116.216.210 is not in the database.,The address 74.116.216.210 is not in the database.,0.0,0.0
1069728,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 209.15.238.64 is not in the database.,The address 209.15.238.64 is not in the database.,0.0,0.0
1069730,The address 199.199.12.54 is not in the database.,The address 199.199.12.54 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
1069743,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 209.171.88.182 is not in the database.,The address 209.171.88.182 is not in the database.,0.0,0.0
1069764,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 209.15.238.181 is not in the database.,The address 209.15.238.181 is not in the database.,0.0,0.0
1069781,The address 45.3.24.43 is not in the database.,The address 45.3.24.43 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1069783,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 45.3.25.210 is not in the database.,The address 45.3.25.210 is not in the database.,0.0,0.0
1069853,The address 162.255.114.180 is not in the database.,The address 162.255.114.180 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1070052,The address 24.114.44.66 is not in the database.,The address 24.114.44.66 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1070109,The address 72.139.194.7 is not in the database.,The address 72.139.194.7 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1070142,The address 74.118.128.159 is not in the database.,The address 74.118.128.159 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
1070171,The address 67.107.71.139 is not in the database.,The address 67.107.71.139 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1070280,The address 74.120.93.70 is not in the database.,The address 74.120.93.70 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1070292,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 98.172.65.51 is not in the database.,The address 98.172.65.51 is not in the database.,0.0,0.0
1070337,The address 67.231.5.80 is not in the database.,The address 67.231.5.80 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1070344,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 108.95.26.106 is not in the database.,The address 108.95.26.106 is not in the database.,0.0,0.0
1070350,The address 45.3.8.10 is not in the database.,The address 45.3.8.10 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1070364,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 209.15.238.184 is not in the database.,The address 209.15.238.184 is not in the database.,0.0,0.0
1070386,The address 24.114.39.172 is not in the database.,The address 24.114.39.172 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1070594,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 64.39.176.214 is not in the database.,The address 64.39.176.214 is not in the database.,0.0,0.0
1070677,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 99.42.155.94 is not in the database.,The address 99.42.155.94 is not in the database.,0.0,0.0
1070828,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 104.145.3.181 is not in the database.,The address 104.145.3.181 is not in the database.,0.0,0.0
1071064,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 216.13.74.18 is not in the database.,The address 216.13.74.18 is not in the database.,0.0,0.0
1071218,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 162.255.112.51 is not in the database.,The address 162.255.112.51 is not in the database.,0.0,0.0
1071224,The address 209.15.238.176 is not in the database.,The address 209.15.238.176 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
1071277,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 142.177.223.235 is not in the database.,The address 142.177.223.235 is not in the database.,0.0,0.0
1071293,The address 208.89.129.183 is not in the database.,The address 208.89.129.183 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
1071328,The address 72.139.193.128 is not in the database.,The address 72.139.193.128 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
1071350,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 142.166.132.165 is not in the database.,The address 142.166.132.165 is not in the database.,0.0,0.0
1071445,The address 209.15.238.156 is not in the database.,The address 209.15.238.156 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1071473,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 24.50.173.170 is not in the database.,The address 24.50.173.170 is not in the database.,0.0,0.0
1071499,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 99.226.179.169 is not in the database.,The address 99.226.179.169 is not in the database.,0.0,0.0
1071925,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 72.139.200.156 is not in the database.,The address 72.139.200.156 is not in the database.,0.0,0.0
1072008,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 24.50.173.115 is not in the database.,The address 24.50.173.115 is not in the database.,0.0,0.0
1072014,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 72.139.199.242 is not in the database.,The address 72.139.199.242 is not in the database.,0.0,0.0
1072040,The address 24.50.173.170 is not in the database.,The address 24.50.173.170 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1072104,The address 45.58.88.62 is not in the database.,The address 45.58.88.62 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1072105,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 99.254.124.131 is not in the database.,The address 99.254.124.131 is not in the database.,0.0,0.0
1072118,The address 45.3.20.186 is not in the database.,The address 45.3.20.186 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1072146,The address 142.162.146.51 is not in the database.,The address 142.162.146.51 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1072181,The address 45.3.12.58 is not in the database.,The address 45.3.12.58 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1072225,The address 72.38.217.247 is not in the database.,The address 72.38.217.247 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
1072270,The address 70.52.126.192 is not in the database.,The address 70.52.126.192 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
1072288,The address 72.139.17.198 is not in the database.,The address 72.139.17.198 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
