,a_saddr_asn,a_saddr_asorg,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_lat,b_saddr_long
447810,The address 209.171.88.198 is not in the database.,The address 209.171.88.198 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
448267,The address 52.200.239.150 is not in the database.,The address 52.200.239.150 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
448821,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 152.188.166.200 is not in the database.,The address 152.188.166.200 is not in the database.,0.0,0.0
448851,The address 64.28.122.23 is not in the database.,The address 64.28.122.23 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
448989,The address 199.199.24.5 is not in the database.,The address 199.199.24.5 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
449268,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 142.177.223.235 is not in the database.,The address 142.177.223.235 is not in the database.,0.0,0.0
449574,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 72.39.187.45 is not in the database.,The address 72.39.187.45 is not in the database.,0.0,0.0
449715,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 216.13.193.141 is not in the database.,The address 216.13.193.141 is not in the database.,0.0,0.0
450261,The address 45.3.14.71 is not in the database.,The address 45.3.14.71 is not in the database.,0.0,0.0,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0
450284,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 69.252.72.180 is not in the database.,The address 69.252.72.180 is not in the database.,0.0,0.0
451088,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 96.112.144.6 is not in the database.,The address 96.112.144.6 is not in the database.,0.0,0.0
451477,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 206.75.231.254 is not in the database.,The address 206.75.231.254 is not in the database.,0.0,0.0
451617,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 173.244.45.222 is not in the database.,The address 173.244.45.222 is not in the database.,0.0,0.0
451678,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 69.252.97.180 is not in the database.,The address 69.252.97.180 is not in the database.,0.0,0.0
451728,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 162.150.16.118 is not in the database.,The address 162.150.16.118 is not in the database.,0.0,0.0
451902,The address 192.209.25.229 is not in the database.,The address 192.209.25.229 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
452022,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 75.155.189.78 is not in the database.,The address 75.155.189.78 is not in the database.,0.0,0.0
452386,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 208.77.2.112 is not in the database.,The address 208.77.2.112 is not in the database.,0.0,0.0
452402,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 208.93.226.120 is not in the database.,The address 208.93.226.120 is not in the database.,0.0,0.0
453135,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 74.120.95.55 is not in the database.,The address 74.120.95.55 is not in the database.,0.0,0.0
453317,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 69.252.73.244 is not in the database.,The address 69.252.73.244 is not in the database.,0.0,0.0
453458,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 96.112.144.68 is not in the database.,The address 96.112.144.68 is not in the database.,0.0,0.0
453478,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 198.204.63.200 is not in the database.,The address 198.204.63.200 is not in the database.,0.0,0.0
453499,The address 209.171.88.198 is not in the database.,The address 209.171.88.198 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
453626,The address 50.98.103.120 is not in the database.,The address 50.98.103.120 is not in the database.,0.0,0.0,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0
453670,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 96.112.144.5 is not in the database.,The address 96.112.144.5 is not in the database.,0.0,0.0
453728,The address 209.171.88.198 is not in the database.,The address 209.171.88.198 is not in the database.,0.0,0.0,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0
453904,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 96.112.144.68 is not in the database.,The address 96.112.144.68 is not in the database.,0.0,0.0
454422,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 66.193.176.55 is not in the database.,The address 66.193.176.55 is not in the database.,0.0,0.0
454484,The address 64.28.122.149 is not in the database.,The address 64.28.122.149 is not in the database.,0.0,0.0,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0
454726,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 72.55.158.183 is not in the database.,The address 72.55.158.183 is not in the database.,0.0,0.0
454874,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 69.252.236.53 is not in the database.,The address 69.252.236.53 is not in the database.,0.0,0.0
454932,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 152.188.166.203 is not in the database.,The address 152.188.166.203 is not in the database.,0.0,0.0
455068,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 69.252.36.40 is not in the database.,The address 69.252.36.40 is not in the database.,0.0,0.0
455089,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 69.252.251.53 is not in the database.,The address 69.252.251.53 is not in the database.,0.0,0.0
455143,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 69.252.96.116 is not in the database.,The address 69.252.96.116 is not in the database.,0.0,0.0
455412,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 69.252.236.53 is not in the database.,The address 69.252.236.53 is not in the database.,0.0,0.0
455440,The address 69.157.26.154 is not in the database.,The address 69.157.26.154 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
455641,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 152.188.120.198 is not in the database.,The address 152.188.120.198 is not in the database.,0.0,0.0
455649,The address 35.226.85.85 is not in the database.,The address 35.226.85.85 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
455934,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 162.150.159.37 is not in the database.,The address 162.150.159.37 is not in the database.,0.0,0.0
456426,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 34.195.255.246 is not in the database.,The address 34.195.255.246 is not in the database.,0.0,0.0
456577,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 162.150.159.198 is not in the database.,The address 162.150.159.198 is not in the database.,0.0,0.0
456628,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 162.150.159.37 is not in the database.,The address 162.150.159.37 is not in the database.,0.0,0.0
456666,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 209.171.88.198 is not in the database.,The address 209.171.88.198 is not in the database.,0.0,0.0
456831,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 162.150.159.37 is not in the database.,The address 162.150.159.37 is not in the database.,0.0,0.0
457290,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 208.93.227.81 is not in the database.,The address 208.93.227.81 is not in the database.,0.0,0.0
457303,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 208.93.227.81 is not in the database.,The address 208.93.227.81 is not in the database.,0.0,0.0
457419,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 152.188.49.198 is not in the database.,The address 152.188.49.198 is not in the database.,0.0,0.0
457552,The address 70.69.244.18 is not in the database.,The address 70.69.244.18 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
457586,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 64.16.248.66 is not in the database.,The address 64.16.248.66 is not in the database.,0.0,0.0
457594,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 24.71.228.184 is not in the database.,The address 24.71.228.184 is not in the database.,0.0,0.0
457773,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 69.252.97.180 is not in the database.,The address 69.252.97.180 is not in the database.,0.0,0.0
457798,The address 24.71.228.184 is not in the database.,The address 24.71.228.184 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
457801,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 50.98.103.120 is not in the database.,The address 50.98.103.120 is not in the database.,0.0,0.0
457946,The address 192.110.174.9 is not in the database.,The address 192.110.174.9 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
458435,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 162.150.159.197 is not in the database.,The address 162.150.159.197 is not in the database.,0.0,0.0
458491,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 69.252.236.53 is not in the database.,The address 69.252.236.53 is not in the database.,0.0,0.0
458922,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 69.252.202.165 is not in the database.,The address 69.252.202.165 is not in the database.,0.0,0.0
459118,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 69.252.72.184 is not in the database.,The address 69.252.72.184 is not in the database.,0.0,0.0
459897,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 206.80.250.113 is not in the database.,The address 206.80.250.113 is not in the database.,0.0,0.0
460234,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 99.233.132.161 is not in the database.,The address 99.233.132.161 is not in the database.,0.0,0.0
460238,The address 50.98.103.120 is not in the database.,The address 50.98.103.120 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
461009,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 152.184.3.203 is not in the database.,The address 152.184.3.203 is not in the database.,0.0,0.0
461313,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 70.42.44.15 is not in the database.,The address 70.42.44.15 is not in the database.,0.0,0.0
461461,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 69.252.251.52 is not in the database.,The address 69.252.251.52 is not in the database.,0.0,0.0
461825,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 205.205.210.115 is not in the database.,The address 205.205.210.115 is not in the database.,0.0,0.0
462383,The address 4.55.2.66 is not in the database.,The address 4.55.2.66 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
462405,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 208.93.226.121 is not in the database.,The address 208.93.226.121 is not in the database.,0.0,0.0
462431,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 69.252.97.181 is not in the database.,The address 69.252.97.181 is not in the database.,0.0,0.0
462551,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 76.96.95.196 is not in the database.,The address 76.96.95.196 is not in the database.,0.0,0.0
462650,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 69.252.72.185 is not in the database.,The address 69.252.72.185 is not in the database.,0.0,0.0
462724,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 208.77.1.170 is not in the database.,The address 208.77.1.170 is not in the database.,0.0,0.0
463334,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 174.4.232.222 is not in the database.,The address 174.4.232.222 is not in the database.,0.0,0.0
463523,The address 208.87.43.225 is not in the database.,The address 208.87.43.225 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
463726,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 152.188.163.198 is not in the database.,The address 152.188.163.198 is not in the database.,0.0,0.0
464174,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 152.188.166.199 is not in the database.,The address 152.188.166.199 is not in the database.,0.0,0.0
464253,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 162.150.159.197 is not in the database.,The address 162.150.159.197 is not in the database.,0.0,0.0
464463,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 70.69.244.18 is not in the database.,The address 70.69.244.18 is not in the database.,0.0,0.0
464539,The address 174.4.232.222 is not in the database.,The address 174.4.232.222 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
464593,The address 38.99.172.204 is not in the database.,The address 38.99.172.204 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
465074,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 34.195.255.189 is not in the database.,The address 34.195.255.189 is not in the database.,0.0,0.0
465193,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 206.80.250.113 is not in the database.,The address 206.80.250.113 is not in the database.,0.0,0.0
465672,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 206.80.250.116 is not in the database.,The address 206.80.250.116 is not in the database.,0.0,0.0
465701,The address 64.28.122.86 is not in the database.,The address 64.28.122.86 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
467227,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 64.28.122.130 is not in the database.,The address 64.28.122.130 is not in the database.,0.0,0.0
467655,The address 199.199.25.5 is not in the database.,The address 199.199.25.5 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
467867,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 216.234.64.14 is not in the database.,The address 216.234.64.14 is not in the database.,0.0,0.0
468074,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 152.188.166.200 is not in the database.,The address 152.188.166.200 is not in the database.,0.0,0.0
468212,The address 72.143.228.227 is not in the database.,The address 72.143.228.227 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
468596,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 23.16.33.11 is not in the database.,The address 23.16.33.11 is not in the database.,0.0,0.0
468836,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 208.93.226.132 is not in the database.,The address 208.93.226.132 is not in the database.,0.0,0.0
468913,The address 99.231.22.246 is not in the database.,The address 99.231.22.246 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
468964,The address 99.231.22.246 is not in the database.,The address 99.231.22.246 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
469276,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 24.89.120.133 is not in the database.,The address 24.89.120.133 is not in the database.,0.0,0.0
469460,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 162.150.159.37 is not in the database.,The address 162.150.159.37 is not in the database.,0.0,0.0
470231,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 152.188.166.200 is not in the database.,The address 152.188.166.200 is not in the database.,0.0,0.0
470691,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 152.188.120.203 is not in the database.,The address 152.188.120.203 is not in the database.,0.0,0.0
470978,The address 50.92.51.1 is not in the database.,The address 50.92.51.1 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
471060,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 152.188.166.200 is not in the database.,The address 152.188.166.200 is not in the database.,0.0,0.0
471097,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 198.1.55.93 is not in the database.,The address 198.1.55.93 is not in the database.,0.0,0.0
471308,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 209.58.101.232 is not in the database.,The address 209.58.101.232 is not in the database.,0.0,0.0
471538,The address 70.50.99.130 is not in the database.,The address 70.50.99.130 is not in the database.,0.0,0.0,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0
471611,The address 70.50.99.130 is not in the database.,The address 70.50.99.130 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
471735,The address 70.26.135.164 is not in the database.,The address 70.26.135.164 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
471916,The address 72.139.194.7 is not in the database.,The address 72.139.194.7 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
473464,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 69.252.72.180 is not in the database.,The address 69.252.72.180 is not in the database.,0.0,0.0
475070,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 72.139.194.7 is not in the database.,The address 72.139.194.7 is not in the database.,0.0,0.0
475249,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 69.252.73.245 is not in the database.,The address 69.252.73.245 is not in the database.,0.0,0.0
475303,The address 8.28.0.112 is not in the database.,The address 8.28.0.112 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
475673,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 199.115.91.210 is not in the database.,The address 199.115.91.210 is not in the database.,0.0,0.0
475784,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 209.171.88.39 is not in the database.,The address 209.171.88.39 is not in the database.,0.0,0.0
476058,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 198.38.7.39 is not in the database.,The address 198.38.7.39 is not in the database.,0.0,0.0
477474,The address 99.233.165.71 is not in the database.,The address 99.233.165.71 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
478493,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 192.110.174.9 is not in the database.,The address 192.110.174.9 is not in the database.,0.0,0.0
478761,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 152.188.166.201 is not in the database.,The address 152.188.166.201 is not in the database.,0.0,0.0
478872,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 64.86.125.9 is not in the database.,The address 64.86.125.9 is not in the database.,0.0,0.0
479028,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 45.3.23.100 is not in the database.,The address 45.3.23.100 is not in the database.,0.0,0.0
479032,The address 158.69.14.81 is not in the database.,The address 158.69.14.81 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
479867,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 24.172.171.10 is not in the database.,The address 24.172.171.10 is not in the database.,0.0,0.0
479918,The address 45.3.23.100 is not in the database.,The address 45.3.23.100 is not in the database.,0.0,0.0,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0
479941,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 209.165.2.155 is not in the database.,The address 209.165.2.155 is not in the database.,0.0,0.0
480096,The address 24.50.183.160 is not in the database.,The address 24.50.183.160 is not in the database.,0.0,0.0,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0
480919,The address 204.101.166.66 is not in the database.,The address 204.101.166.66 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
481427,The address 72.139.194.7 is not in the database.,The address 72.139.194.7 is not in the database.,0.0,0.0,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0
482123,The address 72.139.82.174 is not in the database.,The address 72.139.82.174 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
482434,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 206.80.250.114 is not in the database.,The address 206.80.250.114 is not in the database.,0.0,0.0
483031,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 162.223.96.18 is not in the database.,The address 162.223.96.18 is not in the database.,0.0,0.0
483174,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 64.16.236.18 is not in the database.,The address 64.16.236.18 is not in the database.,0.0,0.0
483270,The address 184.151.36.21 is not in the database.,The address 184.151.36.21 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
483390,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 24.50.183.160 is not in the database.,The address 24.50.183.160 is not in the database.,0.0,0.0
483799,The address 24.172.171.10 is not in the database.,The address 24.172.171.10 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
484642,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 24.50.183.160 is not in the database.,The address 24.50.183.160 is not in the database.,0.0,0.0
485128,The address 24.50.183.160 is not in the database.,The address 24.50.183.160 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
485429,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 64.16.248.98 is not in the database.,The address 64.16.248.98 is not in the database.,0.0,0.0
486122,The address 65.39.245.171 is not in the database.,The address 65.39.245.171 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
487063,The address 206.75.231.254 is not in the database.,The address 206.75.231.254 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
487435,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 74.120.92.28 is not in the database.,The address 74.120.92.28 is not in the database.,0.0,0.0
487766,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 208.93.226.101 is not in the database.,The address 208.93.226.101 is not in the database.,0.0,0.0
487995,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 69.54.85.37 is not in the database.,The address 69.54.85.37 is not in the database.,0.0,0.0
488811,The address 64.254.249.7 is not in the database.,The address 64.254.249.7 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
488849,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 34.195.255.22 is not in the database.,The address 34.195.255.22 is not in the database.,0.0,0.0
489946,The address 64.28.122.148 is not in the database.,The address 64.28.122.148 is not in the database.,0.0,0.0,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0
490235,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 162.150.16.118 is not in the database.,The address 162.150.16.118 is not in the database.,0.0,0.0
490331,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 142.166.52.142 is not in the database.,The address 142.166.52.142 is not in the database.,0.0,0.0
490424,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 198.72.27.20 is not in the database.,The address 198.72.27.20 is not in the database.,0.0,0.0
490501,The address 104.204.92.133 is not in the database.,The address 104.204.92.133 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
490563,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 162.255.114.180 is not in the database.,The address 162.255.114.180 is not in the database.,0.0,0.0
490798,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 69.172.254.131 is not in the database.,The address 69.172.254.131 is not in the database.,0.0,0.0
491587,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 209.171.88.39 is not in the database.,The address 209.171.88.39 is not in the database.,0.0,0.0
491602,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 205.205.107.11 is not in the database.,The address 205.205.107.11 is not in the database.,0.0,0.0
492238,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 206.75.231.254 is not in the database.,The address 206.75.231.254 is not in the database.,0.0,0.0
492517,The address 99.229.200.208 is not in the database.,The address 99.229.200.208 is not in the database.,0.0,0.0,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0
